X,Y,Z
-4056,6597,19002
-3976,6569,19049
-4012,6641,19039
-3910,6576,18987
-3954,6662,19012
-3865,6618,19024
-3906,6700,19041
-3806,6635,18988
-3844,6714,18995
-3750,6656,18970
-3798,6756,19032
-3707,6702,19015
-3734,6766,18978
-3653,6729,19016
-3686,6804,19005
-3593,6743,18980
-3620,6809,18942
-3542,6776,18999
-3570,6844,18970
-3487,6799,18991
-3528,6894,19035
-3432,6823,18981
-3470,6914,19017
-3375,6842,18965
-3414,6937,19009
-3325,6876,18992
-3359,6962,19008
-3269,6898,18983
-3296,6971,18963
-3215,6924,18984
-3238,6989,18945
-3160,6947,18984
-3188,7025,18983
-3112,6987,19031
-3137,7059,19011
-3044,6980,18949
-3076,7069,18975
-2999,7025,19014
-3019,7089,18966
-2936,7030,18968
-2971,7131,19021
-2881,7053,18969
-2909,7140,18985
-2827,7081,18987
-2852,7160,18986
-2769,7094,18970
-2795,7178,18977
-2709,7104,18943
-2738,7199,18977
-2656,7134,18971
-2690,7243,19042
-2606,7170,19018
-2627,7248,19007
-2549,7189,19018
-2573,7278,19034
-2488,7195,18981
-2508,7273,18971
-2434,7223,19009
-2445,7274,18926
-2370,7220,18956
-2390,7303,18954
-2316,7247,18983
-2340,7342,19018
-2255,7251,18947
-2278,7349,18991
-2198,7271,18956
-2222,7372,19010
-2143,7293,18976
-2163,7386,19002
-2080,7290,18931
-2101,7391,18974
-2033,7342,19032
-2042,7403,18966
-1972,7348,19004
-1983,7417,18967
-1910,7348,18969
-1926,7437,18985
-1852,7361,18970
-1869,7457,19005
-1793,7371,18961
-1809,7464,18987
-1733,7376,18944
-1745,7456,18932
-1674,7389,18943
-1687,7476,18951
-1616,7401,18944
-1628,7488,18952
-1561,7429,18990
-1570,7501,18962
-1503,7443,19000
-1512,7519,18980
-1441,7435,18955
-1449,7512,18935
-1381,7441,18947
-1393,7540,18981
-1322,7450,18948
-1331,7536,18946
-1264,7466,18966
-1273,7555,18973
-1205,7469,18949
-1215,7577,19010
-1146,7478,18959
-1151,7556,18938
-1087,7490,18967
-1093,7575,18966
-1028,7493,18959
-1032,7576,18958
-968,7497,18950
-975,7605,19014
-910,7510,18969
-913,7590,18959
-850,7508,18951
-853,7599,18968
-791,7523,18980
-795,7622,19015
-731,7520,18962
-732,7602,18951
-671,7522,18954
-673,7622,18998
-612,7532,18973
-612,7617,18971
-553,7539,18982
-551,7600,18926
-493,7541,18983
-493,7636,19008
-434,7547,18993
-430,7599,18909
-373,7530,18948
-372,7644,19018
-314,7551,18993
-311,7635,18992
-255,7548,18985
-250,7630,18984
-195,7561,19022
-190,7624,18966
-135,7547,18986
-129,7618,18949
-75,7539,18968
-69,7635,18995
-16,7531,18952
-9,7623,18967
44,7522,18934
51,7623,18977
103,7542,18988
111,7618,18969
162,7525,18953
171,7602,18933
222,7528,18972
232,7627,19006
282,7521,18963
292,7610,18971
342,7524,18983
352,7586,18926
401,7525,18991
414,7621,19027
460,7501,18947
472,7581,18937
521,7520,19011
532,7587,18965
577,7479,18921
593,7595,19001
639,7506,19003
654,7596,19020
699,7502,19013
711,7561,18947
756,7481,18977
770,7548,18939
814,7462,18950
832,7562,18995
873,7454,18951
890,7536,18950
935,7465,19007
951,7531,18959
993,7447,18979
1010,7521,18961
1052,7441,18989
1070,7518,18979
1109,7420,18962
1128,7501,18962
1170,7423,18999
1191,7512,19016
1226,7398,18964
1248,7484,18972
1286,7393,18983
1306,7467,18963
1344,7377,18975
1367,7466,18991
1404,7377,19002
1425,7450,18982
1458,7340,18938
1485,7438,18984
1519,7343,18986
1546,7438,19020
1577,7328,18986
1598,7391,18939
1632,7304,18959
1662,7405,19013
1694,7307,19005
1718,7376,18977
1750,7282,18978
1775,7354,18960
1811,7279,19016
1839,7362,19023
1868,7263,19017
1891,7326,18970
1924,7241,18998
1953,7323,19006
1979,7216,18980
2003,7279,18934
2034,7192,18963
2068,7287,19008
2091,7174,18964
2121,7252,18963
2151,7169,19001
2175,7223,18936
2209,7153,19011
2240,7229,19001
2257,7109,18938
2290,7189,18946
2316,7095,18956
2351,7181,18984
2375,7085,18985
2410,7168,19002
2430,7064,18986
2462,7134,18967
2488,7049,19005
2527,7136,19031
2543,7024,18996
2579,7104,19004
2596,6995,18979
2629,7065,18960
2653,6978,18987
2681,7033,18933
2704,6944,18961
2739,7016,18951
2751,6905,18916
2801,7010,18997
2814,6900,18972
2853,6976,18970
2872,6884,18990
2912,6960,18999
2925,6856,18982
2972,6948,19037
2976,6824,18964
3014,6893,18955
3033,6804,18983
3062,6852,18909
3085,6775,18975
3127,6851,18983
3142,6756,18993
3188,6839,19020
3199,6739,19021
3242,6811,19020
3239,6683,18940
3283,6759,18948
3299,6671,18986
3351,6762,19041
3344,6630,18951
3397,6718,18994
3408,6623,19016
3451,6693,19005
3457,6589,18997
3501,6658,18987
3494,6560,18979
3535,6629,18969
3495,6561,18979
2873,7066,18988
2896,6968,18998
2939,7049,19015
2954,6942,19000
2996,7020,19006
3013,6922,19018
3055,6997,19016
3065,6889,19001
3110,6971,19017
3124,6874,19028
3163,6940,19009
3171,6832,18983
3219,6918,19018
3232,6820,19029
3277,6896,19037
3286,6792,19030
3334,6875,19055
3334,6755,19004
3376,6823,18993
3387,6726,19004
3437,6809,19030
3442,6701,19014
3486,6770,19003
3494,6671,19005
3547,6755,19050
3547,6642,19016
3600,6725,19050
3590,6595,18961
3653,6696,19051
3648,6576,18998
3700,6653,19014
3710,6564,19054
3759,6635,19051
3757,6523,19026
3803,6587,19006
3808,6490,19018
3864,6571,19052
3853,6448,18991
3902,6515,18990
3907,6421,19010
3951,6480,18981
3960,6391,19020
4014,6465,19037
4005,6350,18992
4069,6438,19056
4055,6317,18993
4112,6392,19019
4104,6282,18994
4166,6364,19038
4167,6268,19058
4217,6329,19038
4208,6221,19023
4265,6292,19039
4252,6178,18996
4309,6248,19013
4309,6155,19032
4365,6222,19041
4351,6110,19006
4410,6179,19022
4397,6070,18997
4459,6143,19023
4449,6039,19016
4508,6108,19034
4492,5996,18999
4551,6062,19007
4543,5964,19018
4607,6036,19043
4585,5919,18990
4650,5992,19025
4634,5884,19000
4705,5962,19053
4688,5855,19037
4741,5910,19018
4730,5811,19020
4777,5858,18972
4775,5771,19020
4833,5829,19010
4817,5728,19002
4881,5792,19019
4864,5690,19012
4929,5755,19029
4909,5649,19013
4975,5715,19039
4955,5611,19022
5018,5672,19031
4997,5567,19014
5065,5632,19040
5041,5527,19014
5112,5593,19049
5085,5484,19015
5128,5520,18940
5120,5434,18988
5187,5495,19005
5169,5399,19015
5244,5466,19051
5195,5339,18953
5272,5407,18997
5247,5306,18990
5326,5375,19043
5310,5283,19063
5369,5332,19044
5338,5226,19017
5403,5280,19017
5387,5190,19046
5450,5241,19036
5417,5134,19010
5498,5201,19064
5470,5101,19056
5535,5152,19046
5489,5038,18984
5561,5095,19001
5531,4994,18993
5601,5049,19002
5580,4957,19021
5650,5009,19028
5621,4913,19030
5672,4948,18975
5648,4857,18994
5724,4913,19021
5699,4821,19041
5744,4850,18957
5733,4771,19022
5807,4823,19040
5762,4716,18995
5843,4773,19031
5807,4676,19024
5881,4726,19041
5827,4614,18969
5899,4663,18978
5879,4579,19024
5944,4621,19005
5918,4533,19035
5992,4580,19043
5946,4478,19008
6022,4527,19025
5975,4425,18990
6050,4471,18998
6001,4369,18962
6082,4420,18989
6049,4330,19009
6117,4370,18990
6088,4284,19028
6147,4317,18981
6112,4227,18991
6190,4273,19009
6142,4175,18983
6220,4219,19000
6180,4128,19001
6257,4171,19009
6218,4080,19021
6290,4119,19009
6247,4027,19011
6315,4063,18992
6287,3981,19040
6353,4015,19011
6305,3922,18993
6391,3967,19029
6340,3874,19012
6417,3912,19021
6368,3820,19004
6445,3858,19012
6403,3771,19023
6494,3816,19068
6420,3711,18987
6500,3749,18994
6461,3664,19024
6529,3695,18995
6458,3594,18924
6546,3635,18959
6507,3552,18988
6596,3593,19022
6540,3502,19007
6612,3533,18987
6570,3449,19017
6645,3481,19006
6590,3391,18989
6666,3423,18989
6619,3339,18998
6706,3375,19026
6653,3289,19026
6735,3322,19034
6676,3232,19019
6748,3260,18998
6691,3173,18991
6806,3220,19090
6719,3119,19000
6802,3151,19008
6725,3057,18945
6816,3091,18982
6780,3016,19037
6843,3037,18991
6788,2953,18992
6868,2981,18992
6818,2900,19010
6896,2926,19009
6833,2842,18992
6926,2873,19029
6835,2778,18938
6945,2815,19020
6884,2732,19011
6964,2757,19011
6892,2671,18975
6976,2696,18983
6916,2616,18985
7002,2641,19003
6935,2559,18985
7013,2581,18976
6956,2502,18985
7053,2530,19031
7002,2455,19059
7059,2468,18994
6997,2389,18995
7076,2409,18985
7009,2330,18977
7101,2354,19004
7030,2273,18987
7121,2296,19014
7047,2215,18987
7142,2238,19023
7063,2157,18978
7149,2177,18996
7079,2100,18978
7153,2115,18960
7097,2043,18988
7147,2050,18896
7099,1980,18952
7206,2004,19015
7131,1927,18999
7210,1942,18988
7144,1868,18989
7237,1886,19015
7142,1805,18943
7253,1827,19025
7176,1751,18999
7257,1765,18998
7182,1691,18981
7271,1706,18998
7201,1634,18999
7291,1648,19017
7203,1573,18972
7299,1588,19009
7221,1515,18991
7308,1527,18999
7222,1454,18964
7316,1467,18990
7214,1392,18907
7297,1401,18907
7214,1331,18880
7316,1343,18935
7240,1274,18925
7330,1284,18943
7253,1215,18935
7316,1220,18880
7237,1152,18862
7332,1162,18898
7254,1094,18889
7317,1098,18834
7262,1035,18890
7355,1042,18917
7239,971,18808
7347,980,18871
7254,913,18826
7370,922,18917
7279,856,18881
7384,863,18936
7304,799,18927
7390,802,18936
7309,739,18927
7397,742,18936
7286,676,18855
7367,678,18845
7299,618,18873
7383,619,18873
7298,558,18854
7388,559,18872
7304,498,18864
7404,499,18910
7304,439,18855
7390,438,18864
7313,379,18874
7390,378,18856
7312,319,18865
7396,317,18863
7340,260,18935
7724,268,19719
7528,206,19428
7691,204,19629
7467,143,19264
7608,140,19410
7441,82,19191
7743,79,19756
7479,21,19291
7682,16,19602
7447,-40,19210
7497,-46,19119
7408,-100,19111
7538,-107,19227
7584,-164,19575
7567,-170,19309
7558,-226,19512
7532,-231,19219
7469,-285,19284
7498,-291,19136
7485,-346,19338
7694,-361,19655
7463,-406,19283
7567,-417,19338
7418,-465,19173
7550,-479,19302
7448,-528,19266
7618,-545,19492
7531,-595,19502
7586,-605,19420
7468,-652,19349
7525,-662,19273
7389,-706,19156
7561,-728,19382
7386,-767,19158
7600,-794,19501
7369,-825,19131
7540,-850,19366
7358,-885,19122
7491,-907,19255
7356,-946,19140
7457,-965,19186
7363,-1009,19180
7429,-1023,19130
7366,-1071,19215
7406,-1082,19093
7377,-1134,19268
7437,-1149,19204
7363,-1193,19249
7431,-1210,19214
7339,-1251,19213
7429,-1272,19232
7280,-1302,19084
7439,-1336,19294
7288,-1365,19140
7430,-1397,19294
7295,-1428,19189
7369,-1448,19166
7291,-1490,19205
7368,-1511,19193
7305,-1555,19278
7356,-1571,19194
7311,-1618,19330
7354,-1633,19224
7323,-1684,19404
7376,-1702,19323
7343,-1752,19495
7388,-1768,19395
7293,-1803,19393
7346,-1822,19320
7332,-1876,19540
7382,-1895,19457
7352,-1946,19640
7373,-1957,19474
7319,-2001,19594
7391,-2027,19565
7288,-2057,19549
7375,-2087,19565
7189,-2093,19332
7346,-2144,19539
7259,-2178,19568
7359,-2213,19622
7319,-2261,19786
7361,-2280,19676
7298,-2321,19776
7300,-2327,19557
7170,-2344,19477
7370,-2415,19802
7177,-2412,19550
7312,-2463,19702
7235,-2497,19769
7283,-2519,19675
7238,-2565,19831
7135,-2533,19320
7163,-2604,19676
7187,-2618,19521
7073,-2638,19485
7261,-2713,19793
7054,-2697,19493
7223,-2767,19748
7060,-2765,19576
7035,-2761,19284
7017,-2815,19512
7003,-2814,19256
7051,-2894,19675
7116,-2926,19637
6982,-2934,19548
7096,-2986,19646
6891,-2962,19356
7043,-3032,19565
6838,-3006,19275
6908,-3041,19256
6866,-3085,19419
6922,-3115,19363
6779,-3113,19239
6947,-3195,19509
6715,-3150,19130
6845,-3216,19290
6685,-3203,19119
6776,-3252,19166
6700,-3277,19239
6756,-3310,19183
6687,-3340,19275
6748,-3375,19237
6648,-3388,19240
6728,-3434,19264
6607,-3435,19202
6711,-3494,19292
6609,-3505,19292
6658,-3537,19220
6578,-3558,19284
6639,-3596,19247
6585,-3632,19394
6606,-3649,19236
6568,-3693,19428
6560,-3694,19191
6508,-3729,19336
6612,-3795,19436
6543,-3821,19536
6566,-3840,19389
6493,-3864,19481
6631,-3952,19680
6495,-3937,19582
6517,-3956,19434
6242,-3853,18898
6462,-3995,19361
6195,-3895,18845
6341,-3992,19089
6146,-3934,18790
6233,-3995,18854
6108,-3980,18772
6190,-4039,18817
6098,-4045,18844
6175,-4101,18871
6062,-4093,18836
6134,-4147,18853
6039,-4150,18862
6095,-4194,18835
6002,-4197,18853
6078,-4256,18889
5959,-4240,18825
6039,-4301,18871
5930,-4292,18844
5990,-4341,18824
5890,-4337,18825
5966,-4398,18861
5851,-4382,18806
5928,-4445,18851
5812,-4428,18796
5891,-4493,18852
5784,-4481,18824
5866,-4550,18888
5753,-4533,18843
5810,-4584,18824
5719,-4582,18852
5798,-4651,18905
5673,-4623,18823
5750,-4691,18868
5632,-4666,18804
5714,-4739,18878
5592,-4710,18795
5654,-4768,18804
5566,-4766,18841
5629,-4826,18849
5535,-4818,18867
5580,-4863,18812
5499,-4866,18877
5562,-4928,18884
5464,-4915,18895
5519,-4970,18876
5443,-4979,18959
5496,-5032,18939
5412,-5031,18988
5472,-5092,18995
5370,-5075,18987
5432,-5138,18995
5329,-5118,18987
5391,-5184,19005
5291,-5165,18995
5358,-5237,19031
5232,-5191,18931
5297,-5262,18967
5207,-5252,18995
5270,-5321,19022
5154,-5284,18958
5210,-5347,18957
5134,-5348,19040
5185,-5407,19021
5073,-5372,18966
5144,-5453,19030
5031,-5416,18974
5085,-5480,18974
4992,-5463,18993
5052,-5534,19020
4948,-5504,18993
5012,-5581,19038
4887,-5526,18929
4959,-5612,19001
4856,-5582,18983
4906,-5645,18973
4797,-5605,18928
4878,-5705,19036
4771,-5668,19000
4826,-5738,19018
4721,-5702,18982
4771,-5768,18981
4670,-5735,18963
4734,-5818,19017
4634,-5787,19009
4685,-5855,19007
4570,-5803,18935
4628,-5882,18971
4539,-5859,18999
4592,-5934,19017
4488,-5893,18979
4544,-5972,19016
4453,-5946,19034
4484,-5993,18961
4390,-5963,18970
4446,-6045,19005
4352,-6013,19015
4397,-6081,19005
4295,-6036,18969
4338,-6103,18960
4250,-6078,18987
4290,-6142,18968
4202,-6115,18996
4247,-6186,18994
4139,-6129,18932
4191,-6213,18967
4103,-6183,18995
4139,-6245,18957
4055,-6220,19004
4098,-6294,19003
3997,-6242,18967
4038,-6314,18957
3948,-6277,18967
3996,-6361,19002
3912,-6333,19039
3944,-6392,18992
3836,-6324,18911
3896,-6431,19009
3802,-6385,19001
3836,-6448,18963
3748,-6413,18992
3799,-6506,19046
3692,-6435,18964
3730,-6507,18955
3638,-6462,18945
3693,-6566,19035
3599,-6516,19018
3640,-6597,19035
3555,-6560,19063
3579,-6613,18989
3489,-6565,18990
3527,-6644,18998
3432,-6588,18971
3473,-6674,18998
3390,-6637,19025
3418,-6701,18987
3331,-6653,18988
3368,-6735,19006
3275,-6676,18979
3311,-6757,18987
3213,-6688,18933
3260,-6793,19014
3164,-6724,18960
3203,-6814,18995
3114,-6758,18977
3148,-6841,18995
3059,-6784,18977
3093,-6868,18994
3005,-6813,18986
3039,-6897,19003
2950,-6837,18985
2984,-6923,19002
2894,-6859,18976
2922,-6932,18955
2842,-6891,18993
2867,-6959,18965
2780,-6898,18947
2809,-6980,18955
2729,-6934,18983
2765,-7033,19037
2672,-6954,18974
2703,-7043,19000
2612,-6965,18936
2645,-7064,18990
2560,-6997,18963
2585,-7077,18963
2508,-7032,18998
2533,-7111,18998
2443,-7026,18926
2475,-7128,18989
2394,-7069,18989
2420,-7156,19006
2340,-7100,19016
2356,-7158,18951
2281,-7112,18998
2304,-7195,18995
2227,-7142,19024
2247,-7217,19005
2163,-7139,18959
2192,-7246,19031
2111,-7177,19014
2128,-7245,18976
2052,-7192,19004
2071,-7270,18994
1994,-7209,19004
2011,-7282,18975
1938,-7232,19021
1955,-7306,18992
1878,-7241,18993
1899,-7334,19019
1821,-7263,19010
1839,-7348,19019
1763,-7278,19010
1780,-7361,19009
1700,-7276,18965
1718,-7366,18981
1648,-7324,19045
1662,-7399,19026
1585,-7314,18981
1600,-7400,18989
1526,-7328,18980
1541,-7414,18988
1468,-7344,18989
1482,-7430,18997
1410,-7363,19006
1421,-7436,18978
1350,-7369,18988
1361,-7446,18968
1292,-7388,19007
1304,-7476,19013
1232,-7394,18987
1243,-7482,19004
1174,-7419,19023
1183,-7494,19004
1113,-7416,18985
1123,-7505,19003
1054,-7429,18994
1061,-7502,18965
993,-7438,18994
1001,-7518,18983
934,-7446,18994
940,-7520,18965
874,-7457,18992
885,-7568,19065
814,-7458,18973
821,-7552,19000
755,-7476,19000
763,-7584,19062
697,-7500,19045
701,-7575,19017
636,-7499,19027
641,-7596,19052
575,-7497,18998
578,-7576,18989
516,-7520,19044
517,-7571,18961
455,-7514,19016
456,-7584,18978
395,-7515,19007
396,-7589,18977
334,-7523,19015
335,-7601,18995
274,-7524,19005
274,-7615,19022
214,-7528,19004
214,-7638,19067
153,-7521,18976
152,-7604,18975
93,-7547,19039
91,-7628,19029
32,-7531,18994
30,-7631,19028
-28,-7525,18974
-31,-7614,18982
-89,-7550,19029
-92,-7641,19045
-149,-7535,18991
-153,-7625,19009
-209,-7539,19000
-214,-7608,18962
-270,-7549,19027
-275,-7612,18970
-330,-7526,18972
-336,-7611,18970
-390,-7528,18981
-399,-7644,19061
-453,-7560,19061
-460,-7632,19033
-511,-7529,18989
-520,-7611,18987
-572,-7522,18978
-582,-7623,19022
-631,-7507,18951
-644,-7628,19040
-693,-7520,18986
-702,-7592,18957
-751,-7500,18950
-766,-7613,19020
-816,-7534,19049
-825,-7594,18983
-873,-7503,18984
-886,-7588,18982
-934,-7501,18993
-947,-7585,18991
-994,-7497,18992
-1010,-7589,19017
-1056,-7500,19019
-1067,-7562,18963
-1110,-7458,18927
-1132,-7583,19035
-1173,-7467,18972
-1191,-7563,19007
-1236,-7476,19017
-1251,-7555,19006
-1294,-7461,18998
-1311,-7540,18987
-1356,-7460,19015
-1371,-7528,18978
-1412,-7433,18969
-1433,-7526,18995
-1475,-7441,19014
-1495,-7524,19023
-1537,-7440,19041
-1551,-7496,18976
-1591,-7401,18968
-1617,-7511,19039
-1653,-7402,19003
-1671,-7471,18965
-1714,-7401,19030
-1733,-7468,18992
-1768,-7366,18966
-1791,-7449,18974
-1829,-7360,18984
-1854,-7450,19010
-1887,-7342,18974
-1912,-7430,18991
-1951,-7349,19028
-1977,-7433,19035
-2003,-7310,18964
-2028,-7389,18953
-2067,-7314,19008
-2089,-7381,18970
-2117,-7267,18926
-2147,-7362,18960
-2186,-7289,19026
-2208,-7352,18979
-2245,-7273,19025
-2268,-7339,18987
-2304,-7261,19033
-2323,-7312,18959
-2353,-7214,18951
-2384,-7302,18976
-2411,-7199,18959
-2453,-7315,19058
-2478,-7207,19031
-2504,-7274,18993
-2531,-7175,18994
-2557,-7240,18957
-2586,-7149,18975
-2618,-7228,18974
-2649,-7145,19011
-2679,-7219,19000
-2699,-7105,18955
-2736,-7196,18991
-2765,-7107,19018
-2795,-7177,19000
-2819,-7080,19000
-2841,-7129,18926
-2875,-7059,18999
-2903,-7119,18952
-2931,-7034,18990
-2970,-7121,19015
-2989,-7017,19007
-3020,-7082,18969
-3045,-6995,19008
-3074,-7053,18951
-3090,-6947,18933
-3143,-7058,19033
-3156,-6945,18997
-3201,-7037,19040
-3212,-6921,18996
-3250,-6997,18994
-3271,-6907,19024
-3306,-6973,18993
-3327,-6883,19022
-3360,-6945,18984
-3368,-6829,18940
-3410,-6908,18957
-3313,-6586,18320
-3426,-6805,18737
-3041,-5929,16511
-3109,-6055,16686
-3073,-5875,16419
-3117,-5955,16467
-3126,-5865,16455
-3164,-5931,16466
-3163,-5822,16400
-3207,-5898,16439
-3218,-5813,16445
-3258,-5880,16456
-3257,-5775,16408
-3312,-5866,16492
-3307,-5756,16426
-3359,-5841,16492
-3353,-5731,16425
-3390,-5788,16409
-3404,-5713,16443
-3438,-5766,16417
-3446,-5681,16424
-3483,-5738,16417
-3487,-5648,16405
-3547,-5739,16499
-3525,-5609,16369
-3576,-5685,16416
-3573,-5587,16386
-3629,-5670,16452
-3624,-5569,16413
-3673,-5640,16442
-3665,-5536,16394
-3706,-5594,16387
-3709,-5508,16394
-3760,-5579,16433
-3755,-5482,16403
-3799,-5541,16405
-3792,-5444,16375
-3833,-5498,16360
-3834,-5412,16366
-3890,-5486,16413
-3872,-5375,16338
-3919,-5436,16349
-3915,-5345,16337
-3974,-5421,16394
-3961,-5320,16355
-4010,-5382,16366
-3995,-5278,16318
-4043,-5337,16320
-4041,-5252,16327
-4075,-5292,16284
-4082,-5220,16326
-4125,-5270,16310
-4124,-5188,16325
-4163,-5233,16291
-4154,-5142,16279
-4193,-5187,16245
-4181,-5093,16225
-4239,-5159,16263
-4220,-5058,16215
-4274,-5119,16236
-4255,-5020,16197
-4315,-5086,16235
-4299,-4991,16204
-4358,-5056,16243
-4746,-5422,17765
-4879,-5570,18064
-5105,-5740,18965
-5167,-5805,18982
-5156,-5706,18983
-5214,-5765,18981
-5199,-5663,18973
-5265,-5731,18998
-5266,-5645,19055
-5317,-5696,19016
-5297,-5591,18999
-5365,-5658,19025
-5339,-5547,18990
-5416,-5622,19042
-5388,-5511,19007
-5451,-5571,19015
-5429,-5466,18998
-5491,-5524,18996
-5491,-5442,19061
-5543,-5489,19022
-5533,-5398,19051
-5588,-5447,19021
-5550,-5330,18959
-5645,-5417,19066
-5605,-5299,19005
-5664,-5350,18984
-5650,-5258,19013
-5721,-5320,19038
-5689,-5212,19004
-5747,-5260,18974
-5741,-5177,19040
-5796,-5222,19001
-5787,-5136,19048
-5843,-5182,19019
-5811,-5077,18993
-5877,-5130,18990
-5868,-5046,19047
-5944,-5107,19082
-5911,-5002,19056
-5983,-5059,19072
-5943,-4949,19029
-6010,-5001,19026
-5992,-4912,19054
-6062,-4965,19061
-6037,-4870,19071
-6093,-4911,19033
-6061,-4811,19026
-6147,-4875,19078
-6114,-4775,19071
-6162,-4809,19006
-6143,-4721,19043
-6213,-4770,19042
-6166,-4662,18998
-6254,-4725,19050
-6209,-4619,19016
-6283,-4670,19022
-6250,-4573,19023
-6335,-4631,19067
-6299,-4533,19060
-6359,-4573,19030
-6331,-4481,19050
-6417,-4538,19094
-6367,-4432,19050
-6420,-4466,18993
-6398,-4379,19031
-6472,-4426,19038
-6438,-4334,19048
-6492,-4366,18992
-6449,-4268,18976
-6536,-4322,19018
-6506,-4234,19048
-6586,-4282,19063
-6525,-4173,19002
-6585,-4208,18963
-6572,-4131,19037
-6644,-4172,19035
-6605,-4080,19037
-6690,-4129,19071
-6646,-4034,19065
-6705,-4066,19016
-6670,-3977,19036
-6735,-4012,19007
-6704,-3927,19045
-6759,-3955,18988
-6728,-3871,19027
-6797,-3907,19006
-6769,-3824,19054
-6851,-3867,19069
-6798,-3771,19043
-6877,-3810,19050
-6812,-3709,18997
-6909,-3758,19060
-6864,-3668,19061
-6933,-3701,19041
-6890,-3613,19052
-6940,-3635,18977
-6911,-3555,19033
-6993,-3593,19040
-6954,-3509,19068
-7021,-3539,19039
-6979,-3453,19060
-7024,-3472,18966
-7003,-3397,19050
-7081,-3431,19048
-7042,-3350,19086
-7110,-3378,19057
-7030,-3276,18977
-7118,-3313,19002
-7091,-3237,19067
-7141,-3256,18992
-7106,-3177,19039
-7178,-3205,19019
-7138,-3124,19057
-7201,-3148,19009
-7159,-3067,19048
-7216,-3088,18981
-7163,-3003,18993
-7261,-3040,19035
-7217,-2960,19075
-7290,-2986,19054
-7233,-2901,19046
-7301,-2924,19018
-7262,-2847,19064
-7338,-2873,19053
-7268,-2784,19019
-7367,-2818,19071
-7310,-2735,19073
-7375,-2755,19025
-7304,-2668,19000
-7392,-2696,19017
-7332,-2614,19018
-7417,-2640,19024
-7362,-2559,19035
-7442,-2583,19033
-7386,-2503,19044
-7477,-2530,19069
-7399,-2443,19026
-7491,-2470,19050
-7403,-2381,18990
-7500,-2408,19023
-7443,-2330,19043
-7526,-2352,19040
-7450,-2268,19006
-7534,-2290,19013
-7478,-2214,19033
-7549,-2231,19003
-7492,-2154,19024
-7559,-2170,18986
-7512,-2097,19033
-7587,-2114,19013
-7507,-2033,18978
-7608,-2056,19021
-7543,-1980,19023
-7635,-2000,19048
-7538,-1915,18968
-7648,-1940,19039
-7583,-1864,19050
-7639,-1874,18975
-7577,-1800,18996
-7669,-1818,19010
-7609,-1744,19041
-7683,-1757,19011
-7616,-1683,19023
-7723,-1703,19073
-7617,-1622,18985
-7714,-1638,19019
-7626,-1562,18976
-7723,-1578,19010
-7652,-1506,19011
-7726,-1516,18982
-7686,-1450,19067
-7749,-1458,19009
-7661,-1383,18975
-7773,-1400,19046
-7699,-1329,19038
-7782,-1339,19036
-7699,-1267,19010
-7808,-1280,19072
-7702,-1206,18992
-7797,-1217,19017
-7746,-1152,19083
-7818,-1158,19044
-7731,-1088,19020
-7821,-1096,19035
-7725,-1026,18983
-7831,-1036,19034
-7754,-968,19037
-7840,-975,19034
-7757,-907,19019
-7862,-916,19070
-7771,-847,19037
-7859,-853,19042
-7777,-787,19037
-7861,-792,19034
-7769,-726,19000
-7849,-729,18988
-7789,-666,19037
-7867,-669,19016
-7781,-605,19000
-7872,-608,19015
-7778,-544,18981
-7881,-547,19024
-7814,-485,19063
-7900,-486,19060
-7796,-423,19008
-7930,-426,19123
-7806,-363,19016
-7890,-363,19014
-7805,-302,19008
-7899,-302,19032
-7814,-242,19025
-7880,-239,18978
-7816,-181,19024
-7900,-179,19023
-7817,-120,19026
-7884,-117,18977
-7825,-60,19044
-7890,-56,18996
-7796,1,18971
-7905,6,19032
-7816,61,19015
-7899,66,19014
-7812,122,19007
-7892,128,18995
-7818,183,19024
-7896,190,19004
-7798,244,18979
-7900,252,19023
-7800,304,18988
-7902,313,19031
-7807,365,19016
-7885,374,18994
-7792,425,18978
-7882,435,18994
-7803,486,19015
-7901,497,19048
-7794,547,19006
-7880,558,19003
-7797,609,19024
-7881,620,19021
-7802,669,19042
-7865,679,18994
-7796,730,19041
-7867,742,19012
-7763,788,18979
-7858,802,19003
-7765,849,18996
-7874,866,19058
-7761,909,19006
-7827,922,18957
-7750,969,18996
-7828,984,18975
-7732,1028,18969
-7826,1045,18994
-7729,1089,18977
-7818,1106,18994
-7727,1150,18996
-7821,1169,19021
-7710,1209,18978
-7804,1228,19002
-7726,1273,19042
-7792,1289,18993
-7716,1333,19042
-7787,1350,19012
-7693,1390,19005
-7759,1407,18966
-7681,1450,19004
-7755,1469,18984
-7691,1514,19059
-7770,1535,19047
-7654,1568,18996
-7732,1590,18983
-7637,1627,18987
-7726,1651,19003
-7620,1685,18979
-7702,1708,18975
-7609,1745,18977
-7699,1770,19002
-7591,1803,18969
-7682,1829,18994
-7601,1868,19032
-7647,1885,18939
-7553,1919,18951
-7655,1950,19003
-7559,1983,19006
-7636,2008,18994
-7546,2041,19005
-7639,2071,19039
-7547,2105,19050
-7604,2126,18994
-7505,2156,18987
-7595,2187,19012
-7498,2217,19015
-7589,2249,19039
-7475,2274,18996
-7550,2302,18984
-7460,2333,19005
-7543,2364,19011
-7452,2394,19032
-7526,2423,19020
-7440,2454,19050
-7500,2479,19002
